,stars,text,sentimentScore
5881656,1,"This is your typical club with trashier people. The bartenders are terrible, ever-revolving and lose your card on a consistent basis. I have had my card ""lost"" and had to have them ""check again cause I KNOW you did not give it back to me"" on three separate visits. (They always found it) 

I have been a total of five times, and ONLY bcs my girlfriends wanted to go. The hookas are WAY overpriced  as well. The DJs are really hit or miss. Lots of ghetto music..the drinks are overpriced and made with super cheap alcohol. HPC has cheap drinks as well but is WAY BETTER. and its two blocks away. HYDE PARK CAFE hands down.",0
2166460,2,"First time. Probably Last time. 
Staff extremely friendly. 
Major design flaw bottle necks customers waiting to pay blocking the soup display.
Been eating lunch in this neighborhood for 15 years...half sandwich+small soup+iced tea =$16? And you're still eating out of a bag on paper and with plastic. Hey guys! Leave your NY pricing in NY! At least there wasn't a tip jar at the cashier stand.
Chicken Milanese sandwich was just a fried chicken breast sliced - absolutely nothing special.
Only thing that will keep this place in business is being across the street from the entrance to Jefferson Hospital.",0
6790667,1,"My family order Pei Wei over the phone from this location and we asked for Ginger Broccoli with beef, extra veggies instead of rice and sauce on the side. We got basically RAW beef and very little broccoli in the entree. Not a pleasant experience for takeout.",0
1337030,1,"Update Jan 2016:
For the rest of you out there, this update is to say never get your hopes up if you see a posting from HD like the one they made below.  I sent them the information and receipt they requested and all they did was sent a canned reply with the same info I already knew.  Many companies will make good on their mistake.  HD won't.  But I am happy to report that so far they have lost $13,700 in sales during our home improvements to a competitor because we won't go back there ever again because they did not make good on their error.  Shop somewhere else.

---------------------------------
Original Post:

We recently moved into this area and with a new home, we wanted to add a lot of things.

The wife sends me off to purchase about $1400 worth of home items.  I was going to go to Lowe's because they sent us an email 10% moving coupon.  The wife called Home Depot because it was closer and asked if they would accept the competitive coupon and they said yes.  No problem on the amount of things we buy.

I go to HD and just to make sure the wife wasn't confused, I showed them the coupon at the register BEFORE I started shopping and they confirmed they would accept it.  So I spend 2 hours in the store gathering all the items on our list and checked out.

At checkout time, the cashier says no problem accepting the coupon and calls over another associate to help her enter the coupon into the sale.  Then the little Asian lady says they can only honor $50 !!!.  Hmmmm, I was expecting 10% on the $1350 order so in my mind, I am cheated out of about $85 because they mislead us TWICE before checking out.  If I had known this, I would have just gone to Lowe's and gotten the same items for about the same price and saved another $85 just to travel 10 minutes.

After shopping for 2 hours, I wasn't about to waste more time leaving items behind and going to Lowe's.  We will just chaulk it up to being cheated on a bait and switch (likely due to poor cashier training) and never go there again no matter what we need.  It left a bad experience that they aren't going to correct.

They had poor training and wrong advice before the sale,  HD will just lose thousands of dollars in sales for as long as we live here and continue to dress up our home.",0
1567585,2,"I have been to these elsewhere, and this is about the worst set up for Dialing Piano - that will still work.   Meaning; if you go you may still have fun, but...

The layout is a typical rowhome, so the whole place is like 30 feet wide, add a bar and stairway entrance in the middle, and then less then 1/3 of the place can see the entertainment.  In the back, where 2/3 of the people are, there is ONE LOUD speaker.  So you face one way toward the pianos, and get blasted by sound from behind.
And then there is the sound. I literally felt bad for the pianos.  Granted this is very much a ""party"" thing, and you do not go for the sound quality.  But the way they beat on the keys, just resulted in noise.  
The singers were entertaining, and knew the shtick, but really could not sing, they each had a range of about 6 notes - imagine listening to a journey song sung with 6 notes...  if you call this serenaded, you really need to get out more.
We ordered aps - which tasted fine, but were out of the freezer bag into the deep fryer and dumped in a basket.  Granted you do not go for the food, still eat ahead of time.",0
5362446,1,"I came once with my husband on a Saturday a month ago and we had a quick, easy meal & planned on coming back. We brought our 2 kids & parents on a Sunday- only 1 other table before us waiting on food. It took almost an hour by the time all was said & done. My father's omelet was done, but another omelet was given to us that we didn't order. I had to ask for mine to be re-made. It took another 20 minutes to get the next plates....a somewhat burnt kids pancake & another omelet & an egg sandwich that was missing the meat ordered. The potatoes were completely unseasoned & hard. We were still completely missing a kids egg sandwich & they seemed unaware that we were missing both the re-made omelet & egg sandwich so we had to ask for both. What came out was an adults eggs sandwich missing the side of sweet potatoes & finally my omelet which had a fried burnt pile of something in it, like the scraps from the grill & no seasoning whatsoever. The total for this horrid experience was $92. Yes, $92 because we had 3 mimosas too. The girl working the front did come over to ask how it was & I was honest with her. She offered up 2 handwritten notes for 50% off the next meal but sadly I don't think we'll risk coming back.",0
2288568,2,"In the past when I heard ""pie hole,"" the first thing to come to mind was Ned's Bakery on Pushing Daisies.  That's still the first thing, but now the second thought is this downtown pizza joint.

We gave it a try this past Labor Day.  Normally I'm not a fan of thin crust pizza, but theirs is very yummy if overly greasy.   We also tried  the cheesy garlic bread, which is very generously portioned.  In fact, prices were very reasonable overall.

However, a few things put me off. 

First, it's small inside which is fine but placing an arcade game right next to the counter doesn't really help with congestion.  

Second, they were blasting really crass music in the middle of the afternoon.  Even most bars play it safer than that.  I was a little embarrassed on behalf of the family that came in while we were placing our order.   It just wasn't very mindful of the kind of customers that pop in during the afternoon.  We have music at home that we would never put on for mixed company.  It's just common sense.  Maybe they are trying to discourage a particular clientele (pretty much everyone?)

And finally, the service was iffy at best.  One person at the counter was almost as abrasive as the music.  As much as I like the pizza here and at the similarly sketchy Flying Pie, I'm not sure I want to continue rewarding their bad service with my patronage. 

We did enjoy people watching on the patio while we ate, but between the service and the horrible tummy ache that followed, I'm not sure if we'll be back.",0
3780118,1,"Stopped in on our way to dinner in Center City on Saturday afternoon. The bartender was nonsocial and had a attitude. Yeah, the guy with the beard, that looked like Jason Werth.",0
2295375,1,"Awful service. Called in an order for pickup and they told me it would be 15mins. 45mins past the pickup time, my pizza was finally ready. Employees didn't even really apologize. Would have been a nice touch to be offered a free drink or salad after having to wait over 30 minutes for my pizza.  Won't go back.",0
3934181,1,"I wish I could give this review zero stars.  David Riley was our Title Officer for a business that we were purchasing.  Zero communication and absolutely no sense of urgency - no returned phone calls and very minimal response to emails.  Items that were sent overnight to the office because of them being urgent were not addressed until he was reminded to do so.  Basically, use this company if you want to babysit the process.  I have done about 10 real estate transactions and by far, this one had a ton of hiccups because of this title company.",0
710210,1,"Most companies reward you for coming back and being a ""valued"" customer. Not this Public Storage. We signed up online and qualified for the 50% off discount. We came in at the time we were told and the District Manager was still driving in from Oro Valley. No problem we would gladly come back. Then the bomb was dropped on us... Because we have a unit in DENVER, in great standing and no issues, we were not worthy of the first month discount. Keep in mind we are a military family and my husband is deploying so we are moving things here so I can stay with my mom. Yeah, the lady just flashed her big ""go f-yourself"" grin and was like You pay full price or hit the road. We stood there shocked waiting for the hidden cameras or that dude from ABC News to walk around the corner. We got nothin! This chick was serious!

So we took our business down the street where we were greeted with a smile and had a storage unit in less than 20 minutes. Everything happens for a reason but wow!!! If you're looking for customer service this may not be the place for you.",0
5287034,1,Good selection if you know exactly where and what you are looking for. Service was a straight jerk and rude!!!! Females can buy bourbon too. I will just go somewhere else and be treated with respect!,0
1307271,1,"Drove an hour and a half to commemorate a lunch for my deceased husband with my 7 pound ESA dog, who is quiet as a mouse and they would not even allow me to sit outdoors with my certified letter! I'm not sure if that's even legal, but thank you for ruining my day! The fond memories of this place turned into a horrific one!! Walked across the river to the welcoming The Landing and ate waterfront. They saved the day without a question. So instead, they will get the glaring review.",0
565646,1,"I've been to this restaurant three times. The service staff is very nice, wear masks and are attentive. Today I had to walk away before even ordering. The owner of the restaurant does not wear a mask. It's not the first time I've seen this. Today I was standing outside the restaurant for ten minutes deciding what to order and watching the owner right up against his staff ordering them to do something and he had no mask on. He looked right at me and didn't even try to put a mask on so I could approach to place an order. No respect for his employees or his customers in the middle of a raging pandemic. And his practices should be cited by the health department. It makes me wonder what other health precautions are not being taken if the owner can't even set the right example in public.",0
6455432,2,"I've been a loyal customer for over a year now, but will be finding a new salon. The work they do here is pretty good; quality can vary based on who you get, but overall it's on par with other places at this price point. 

The problem is that they do not seem to value the time of their customers. Today I had an appointment for something that would take about 30 minutes. I had a very busy schedule, which is why I made the appointment (I didn't have tons of time to just sit around waiting). Ten minutes past my appointment time, I asked when I would be seen and was told it would be another 15 minutes. So despite having an appointment, I would have to wait 25 minutes for my 30 minute manicure. Had I known they could not see me at my appointment time (or within 10 minutes or so; I know things happen), I would have made an appointment somewhere else. Instead, I am not able to get my service because 70 Nails took an appointment they could not keep.

It is very frustrated to be treated this way, and am glad to live in an area with many salons that WILL either honor their appointments, or not take them in the first place if they cannot honor them.",0
716907,1,I was so bummed to have such a bad experience here. When we first arrived it looked like such a cute little place.  Unfortunately after waiting over 45 min for our food with very poor customer service this place was a big disappointment.  I understand good food takes time to cook but the French Toast was soggy  and the eggs were made with so much grease they were hard to get down. Had the staff been apologetic at least a little it wouldn't have been so bad but they were so defensive and angry.  Since we didnt know it usually takes an hour to make soggy French Toast and greasy eggs we were RUDELY told we were not welcome back. I support our down town/ mid town restaurants all the time but I will not support how rude these ladies were. I HIGHLY RECOMMEND IHOP over this place.,0
3230969,2,"Have them a try while on vacation.  We were not impressed by their food! Everything is fried! The ""famous"" onion rings were horrible! The crab cakes I had were just okay. We don't recommend.",0
4216329,1,"Never got to eat, three employees in the store and two customers, after close to 10 minutes and one other customer my turn finally arrived and they decided to take a phone order and asked me to hold on A minute.  Sorry boys, I waited long enough",0
381501,2,"I purchased 4 lbs ""sushi grade Ahi"" last week for an appetizer for a party of 70.
The quality was not up to par. My guests enjoyed all that I prepared except for the tuna. Besides the color not being exceptional, the taste wasn't either.
So, I went into I c sharks today and mentioned to the fishmonger what happened and he proceeded to tell me he doesn't use that company for product because it was not the up to par. Well, that affirmed my guests opinion of the tuna and it got under my skin. He new the fish he sold me was not good quality but didn't even consider compensating me at all.
I did not ask for a refund or a discount but felt it was his responsibility to stand by his product.
I go to their fish market 1-2 times a week for whole fish and some of their smoked fish products, the selection is nice, but......
I recently moved to Florida and am looking for a high quality fish market. Any suggestions???
This is my first time using yelp to express dissatisfaction and I think I feel better.
They new the quality of their Sushi grade tuna was not and sold it. Then they admitted the product wasn't up to par but........",0
788892,2,"Tried out this restaurant today, and well..can't say I will rush back.

When we finally were seated at a table, it was right by the 'please wait to be seated' sign. We had people standing beside our table while eating.  No where else to move.  I found the noise level very loud.  Hard to carry on a conversation.

What turned me off the most was when we were seated at the table, menus were just thrown down on the table, and we had to get our own high chair. (we had a 1yr old and another child with us).  The waitress did come a few times for refills of coffee which was better.

Menu is very limited, and really couldn't find too much that I wanted to try.  Got the Traditional Breakfast which really wasn't that tasty.",0
4544483,2,"Over rated. We made a reservation for two and were promptly seated. After looking over the wine list I had to tell our waiter that they had all of their Sonoma and Napa Valley wines WAY overpriced. I live in the Napa area and travel all over the United States for work and I've never seen a mark up like that. We ordered cocktails instead and they were also watered down and pricey. We settled on the crab appetizer. There was still a chunk left but the busser came over, took my plate and the app as I sat there stunned. He didn't even ask if I was done. Just walked up and took it. I had the filet and my boyfriend had the porter house. Both were good. The horse radish garnish was weak. At the end of our meal I told the waiter that it was my boyfriend's birthday and he brought over a little cake. That cake was not edible. It was stale with a sugar frosting that you could still taste the grit of the sugar. So if you like spending $300+ on a meal that was forgettable at best, this is the place.",0
2690313,1,"I was a member here for a year, I did not renew after the contract ended.

The gym is clean and not overcrowded.  I started with membership that includes guest privileges.  With only 3 months left of the contract, I was told that they terminated guest privilege memberships and just downgraded my membership with a lower monthly fee.  I expected the contract to be honor - but sure, I didn't mind the change all that much.  I had a guest with me at the time this was announced, and paid the one-time fee.  My guest was interested in becoming a monthly member, but the staff that helped us was very pushy on the annual membership.  Yes we are aware of the slightly higher price tag for the month-to-month membership, but not everyone can commit to one location for a full year.  I had given this gym recommendations to everyone I know, but have since stopped after that experience.

I was very explicit in discontinuing my membership after the contract was up.  I showed up to the gym and signed a paper to terminate my membership one month prior to the end of my contract.  Keep in mind, I started with a higher premium membership, paid for first and last month at the beginning of my membership, and ended with a lower premium one because they decided to change before the terms end.  The difference was NEVER compensated.  Not only that, I was billed even after my membership had ended.  I called in, a staff answered and confirmed that I had properly cancelled my membership, she apologized and said that the error is due to some changes in billing services.  Fast forward a few months, they're still billing me.  Not only that, my information was sent to a debt collecting agency.  I am now being harassed for a ""debt"" that is not mine, but just careless administrative work.",0
6892953,1,"Great service man but unfortunately his hands are tied when it comes to pricing!
Free service calls aren't FREE! 
I needed two electronic eyes replaced 
which is about $40.00 in parts at Home Depot for named brand parts and less than a half hour job to repair!
Not to mention the service man didn't even have electrical tape to tape the wires together. A professional repair company should've used a heat shrink tape after splicing the wires together or run new wires to the opener to avoid having to splice the wires together. 
Make sure you get a repair estimate first!
There was never an estimate given before the repair was done so I suggest that you make sure to get an estimate to avoid feeling like you've been ripped after the fact!",0
2706537,2,Food?  Stellar. Service?  Amazing!  Decor?  Sophisticated. Experience?  Awful. The live music is more appropriate for a honky tonk.  The music was so loud we couldn't have a conversation. Many customers complained about the volume and yet it continued. This is not a dance club and yet the music is appropriate for a dance club on crack. I won't be back.  The decor and food scream sophistication and yet the music screams biker bar.  Ruined my sisters birthday. Your dude with the keyboard made this a visit to a Howard Johnson's.  Tacky. Tacky. Tacky.,0
3235939,1,"Unfortunately,  we had a bad experience staying at this hotel. The hotel lacks communication and customer service. We had a family weekend in St Louis and the staff did not communicate well with us. They never let us know about breakfast service or that they had cookies available at the lounge. I had little kids with me so this would have been a great treat for them. Our room was not service on one day and there was no apology only that we had placed a do not disturb sign ( which we did not do ).  My greatest complaint was when I ordered breakfast for my kids and 2 hours later no food arrived. I called downstairs they said no order was ever placed for my room. We waited two hours for hungry kids to eat and there was no sorry or suggestion for compensation from the staff. We will not be returning.",0
5316623,1,"not my cup of tea.

i spent the whole time being bro'd and brah'd by popped collar/striped shirts.

they serve jager-bombs without the shot glass b/c so many glasses have been smashed by people ""triumphantly"" slamming their glass to the table.

there were at least 4 people with blue-tooth ear pieces in at midnight on a saturday.

i went there for the birthday of a girl who hates me.

I award you no points, and may God have mercy on your soul.",0
3331274,1,"Service was awful. After the ""club fitter"" (term used very loosely as he didn't ""fit"" or help one bit). Sold me a set of irons, I told the guy I also needed shoes, a putter and a bag. He said, ""okay"" and disappeared for the remainder of my 45 minutes in the store. No one else bothered to ask if I needed help or seemed to care at all. My first and last visit at this clown show.",0
3086652,2,"What's up with the bugs in my drinks at Ameriastar!? That's it no more drinks for me besides bottle water. 

Anyways, I could have did without the drink. It had muddle blackberries and I had already been traumatized by having a bug in our drink here and, at Blackjack in the casino. 

Nachos were very hearty. Although, the cheese was a bit cold. If it wasn't for the decent service, this could have easily been a 1 star dining experience!",0
6779251,2,"No WiFi.  No self checking out.  No apps.  No customer service unless you wanna go wait in lines.
So crowded.  People are rude.  Busy yes.  But their prices are not cheap.  If you think Walmart is bad, this is ten times!  I've tried avoid coming here and buy it on line  a few times.  But it's so limited with on line items.  What's the reason?  If you wanna compete with Amazon, go sell everything on your shelves!  The whole concept doesn't make any sense.  I give two stars for cheap gasoline p",0
56356,2,"As much as I love Indian food, this place was kind of a disappointment.

I came here during lunch with my intern friend and we both wanted to try this Indian ""chipotle"" concept. I ordered the rice bowl + chicken, along with some toppings. 

The chicken was dry and bland, and the toppings were not fresh. The owner recommended that I get the crispy chickpea topping. BUT it was not crispy at all, except 2 bites. So, my guess is that those ""crispy"" toppings were not fresh. The spinach sauce topping was good though, as the owner recommended. I've had better Indian food, and this really does not cut it. Though if you're looking for a quick lunch with protein and veggies, this is worth a try!",0
206239,1,"Before she understood what I meant (by how to cut my hair the way I like), she cut my hair without asking. Of course by the time I realized what she's doing, my hair is too short to make any changes. Without saying sorry or even showing any apologies, she's trying to explain herself. I understand that ppl have preferences on what is beautiful but it's my hair and I think I at least have the right on how to cut MY hair! It is very rude of her and I am very mad and disappointed today. Even I had a good experience the first time I visited this place, I will never recommend to anyone. 

And when I got home, the back of my shirt is full of short hair. WTF!",0
1977252,2,"I'm pretty disappointed with this. Not only is the food less than average, the prices are much too high. And the worst part is that the prices were higher on the bill than they were posted on the internet. I realize it may be difficult to update that information, but I still feel deceived when it happens. 

Conclusion: not worth it, especially when there is plenty of better competition in the area!",0
4703680,1,"This is an unprofessional establishment.   It has taken my husband 3 appointments for one tooth pull.  
Appointment 1.  First, we had to wait because the office manager was 15 minutes late getting to work and no one else had keys to the offIce. The entire total of $414 was not explained.  We simply did not have that total so we had to reschedule. That was totally our responsibility.

Appointment 2. We were told they could get the price down to $129.  Which was great!  But, then my husband couldn't get anything pulled because he had eaten breakfast.   

Appointment 3.  Currently at appointment and they have told us, to use gas, it will now cost $289.  And gave us the choice of using Novocain instead for the $129.  Why didn't they give us this choice at appointment 1 & 2?  Why didn't they just use Novocain at appointment 2 instead of sending us home? 

DO NOT USE THIS DENTAL OFFICE. VERY UNPROFESSIONAL.",0
6345562,2,"This is the kind of place I am hating more and more in Tucson.  It is a style over substance restaurant that everyone raves about.  I go to check it out and find meh food, high prices and trendy ambiance.  I had the meatloaf and I didn't hate it but I didn't love it either.  Actually everything on my plate was that way. Nothing stood out and nothing was worth going back for.  It reminds me of the newer places downtown.  Overrated, overpriced and not really memorable. I much rather go to a hole in the wall ""It's all about the food"" restaurant or The Parish which has great atmosphere and food to match.",0
696014,1,"The main problem I had with this hotel was the noise. When I first checked into my room, I heard a very loud noise from the AC unit. I requested to change rooms, which after a lot of back/forth they finally agreed to. The new room also had a noisy unit, so I just had to keep the AC unit off.
Even worse, our room was on the 4th floor overlooking the open atrium. At 11.30pm I tried to goto sleep but heard very loud noises outside. I realized it was coming from the lobby bar, so I called the front desk and they said the bar doesn't close until 2am. The noise continued until at least 1.30am and was very loud.
Very poor experience at this hotel, I would not recommend it to anyone.",0
2757260,2,"First off, let me start with my order, I ordered a pizza and few other items, this is my first time ordering from this place. So delivery shows up to the house, has everything but my pizza. So I call and they assure me he will pick it up and bring it back, ll the while saying it will be hot, the staff there says we use pizza hot bags your order will be hot, fast forward,  driver shows up no pizza hot bag, pizza is not hot, and top it all off ,when he first showed up with just everything but pizza ,driver goes to car and leaves, takes my other hot stuff with him, I finally get everything to my house. U guessed it, not hot, I tried call to rectify it, no help. By the way , pizza was not good, and fries were saturated with grease, the salad I received for almost 9 bucks had no lettuce in it. I am truly disappointed in this establishment, quality control goes a long way, starts at the top.  I know people make mistakes,  I can look past alot , but when your charging me almost 50 bucks for food, and I chose your establishment, instead of going out, this is the slop you give me,  I will NOT be ordering from here anymore. The"" other"" local pizza places will surely continue my support. Very disappointed.",0
469128,1,"0 stars if possible waited for over 2 hours to be served, staff and manager were rude. Food was less than average.",0
5609956,2,"I've eaten here lots of times. I ate here when it was Celini's. I ate here when it was Mario's. And I've eaten here now that it's Noi. And I'm really not sure why i keep going back.

Well, yes I am. The pizza. That's this place's biggest redeeming quality and it's not because the pizza is especially good (it's good but not great, and they always seem to be out of one or two of the toppings on the menu) but because everything else is usually fairly disappointing.

I wouldn't say anything here is every especially bad, either. It's just meh. The entire experience is almost always best described as 'meh,' which is exactly how yelp describes the 2 star rating. It's your basic pasta dishes, nothing special, not even really better than you can make at home if you know what you're doing. 

Maybe this place isn't so bad, and I've just been overexposed, but if you're looking for italian I wouldn't suggest it. Then again I wouldn't try to hard to talk you out of it either. It's just 'meh.'",0
4163904,1,"Home of the $500 15k service!

My wife took the car in for 15k service and to get the front grill replaced. The total bill was $870. $237 for the grill - $89 for alignment - $44 for synthetic oil change. The remainder was $500 for the 15k service! What? My wife not knowing, paid the bill! These guys will rip you off! Beware!",0
44807,1,"They claim to be open until 11:00 on Friday's. Came tonight at 10:25 and the door was locked, hostess shrugged and mouthed they were closed. This early on a Friday!? Horrible business practice. I've been coming here at least twice a month after dinner in the city. So annoyed by this occurrence- I will not be back!!",0
4161975,1,"The beer here is not great...average at best, there are many better breweries in town. The only reason I was ever introduced to it is because Mac's local eats ended up serving their burgers here. The absolute only reason to go there. Now, Mac's local eats (soon) will no longer be serving burgers here and moving on to bigger and better things and all I have to say is good riddance for Mac. With Mac's no longer being there; a lot of the crowd will no longer be there as well. He made the place what it has been, it'll never be the same without him there. I'll be moving on as well to wherever Mac goes next ! Can't wait to see what's in store for them !",0
1327150,2,"I have been to the Lawrence location before, and that was a great experience, so this is not all Camp Bow Wows. 
I called this location yesterday afternoon, and asked getting my pup in for daycare for the following day. The lady told me to come in, bring my vaccinations, told me there will be an interview, and in total this should take 15-20 mins, etc. So I go in at 7am (when they open), and the girl at the front desk did not seem too pleased. ""I wish they wouldn't have told you that.."" is what she told me. I don't get a spring break, so I don't know when spring break falls in the year, therefore I don't know how busy you are. I am just coming in at a time your coworker asked me to. I also get that your staff didn't communicate with you that there will be a new camper. But that isn't my fault. She gave me paperwork, I filled it out, and waited..and waited, until 7:50 to be helped (I had to be at work at 8). At 7:50 my dog went in for a two minute interview and she was accepted. I understand it's early, and you guys just opened, but 10 dogs shouldn't have checked in before mine. 

When I went in to pick her up at 4, I was waiting for a staff member, a lady shortly walks in after me. I'm standing at the desk and she is still at the door. When a staff member finally comes up, he waits on her. I am standing at your desk, she is at the door, and you wait on her first? After he helps her, he then looks up at me and says, ""And who are you?"" Not a...""Hey, how are you? Who are you picking up today?"" His excuse was...""When you start coming more often I'll get to know you. I didn't recognize you because you've never been here."" I know I'm new, but I would expect you to treat me like you treat your ""regulars""...not that they were treated great either but definitely a lot better than I was. So for someone who has never been there, is that how you treat new customers now? 

Webcams were great, it was nice for the dogs to have an hour or two to get some rest before they played again. My babe was exhausted when she got home so that was definitely great. 

Horrible customer experience for a new camper. Will never go to this location again.",0
2588537,2,"Showed up with my seven year old daughter at 10:30 am on a Wednesday only to find the place still closed. Posted hours of operation were 10 am to 10 pm that day. Waited around for about five minutes without any luck. Wound up going to another course 10 minutes away instead.

Just something to keep in mind when you are planning your visit.",0
1779817,1,"This may come as a surprise to some of you but I can be a real jerk sometimes. I try to keep it in check, but occasionally  people, like our initial waiter last night, bring it out of me. We rolled in last (Friday) night at 10 after 8pm. and were greeted with an eye-roll glance at the clock, a loud exhale, and an adjusting of his pants! Who does that? My girlfriend and I both instantly thought of Chris H's comments about the food being great and the service sucking and figured we had just experienced the suck, now bring on the good food...it never came. 

Our burnout took us to our table then walked away. He returned a few minutes later, pointed at our bottle of wine and grunted, ""You want me to open that?"" Uhhhh yeah. Thanks for the favor, please don't put yourself out. Strike two!

After bringing the bottle and two glasses (no wine bucket, we had to ask our next waiter for that...) burnout stomps off for a few, no mention of specials, nothing about the menu, just turns and walks away. Strike three comes when he returns, and starts SLAPPING HIS NOTE PAD IN HIS HANDS LIKE HURRY UP!! OK buddy, you want us to hurry up, how about I ask you every stupid question I can think of to keep you at the table! My satisfaction came when after a barrage of silly questions this no talent ass-clown gave us up to the younger waiter! 

In this economy, with an hour to go before the kitchen closes, don't be rude to the people that are choosing you over every other place in town. I am sure the two other tables that came in after us didn't appreciate your behavior either. 

So there is the suck, how about the food? It was just ok, but we both agreed we'd had much better else where. Mix in the attitude and you have a 1 star review. 

Note to owner: Drop the dead wait(er) or close your doors for good, his kind of attitude is infectious and will torpedo your restaurant.",0
2718630,1,"Awful by all accounts. Dry, heat lamp chicken that could cut the roof of your mouth if you're too anxious, or drunk to eat it. I would imagine the height of the appeal comes down to a decent bottle shop and the late night hours. If you want a decent southern style meal look elsewhere..",0
1887600,1,"Had a very disappointing experience at Wills Eye Emergency Room.  Went to minute clinic because my upper eyelid and below my eye were swollen and I though possibly Pink Eye/Congunctivitis.  Nurse Practiioner suggested I go to an ER, she did not think it conjunctivitis, but too swollen for a minute clinic.  I figured I'd go to Wills Eye it shouldn't be a long wait.  The wait was not long however the treatment and diagnosis were wrong.  I was seen by a young resident and then a young attending. Both of whom said ""viral Congecntivitis"" go home put hot and cold compresses, nothing more they could do.  Next morning, entire side of my face swollen and both eyelids so swollen it was just about able to see out of the eye.  Friends and neighbors in Healthcare field upon seeing me, said go back because something more going on. 

Once back at ER they remembered me.  Nurses were very nice, however attending and different resident seemed annoyed that I was back. ""why are you back with in 24hrs"" was the doctor's first questions.  I said obviously I'm much more swollen and compresses doing nothing. Doctors response ""well it's going to get worse before it gets better but I'll take a look. "" After looking  said ""the eye is quite and that's not like Pink Eye but I still think that is what it is.""  I couldn't  taking that answer asked to be tested for Staph or Strep, doctor didn't want to do any of those tests but offered that she could have her supervisor come in, I guess to appease what she thought was a hypochondriac patient.   This doctor (4th one to see me) saw there were vesicles(small bumps) on my cheek and began to think it was Shingles (which it ended up being). However they didn't declare it and suggested I see my own eye doctor but had to be within 48 hrs. Did prescribe a anit-biotic but that is not the medication you would prescribe for Shingles.

Overall, doctors were dismissive, incorrect in their diagnosis, exam rooms were dirty (used tissues laying by trash cans, stains from liquids on the floor and walls near the trash cans) . Perhaps Wills Eye is cutting edge in other areas, I can only speak to my ER experience which was abysmal.  Luckily my own eye doctor very knowledgable and thorough, got to the bottom of it right away, started me on appropriate meds. Thought going to an Eye ER was the best thing I could have done at the time but was the worst. It delayed my treatment by 2 days and there is a 72 hr window when you should get treatment for Shingles.",0
4914686,1,"Not sure what the hype is about, food was average! Not worth a 5 min wait! Prices are low but spending more was worth it to me.",0
343445,2,"Unbelievably bad service. The pizza is fine, but given the price point and the service I can't recommend it. Sat at the bar, was ignored for 30 minutes trying to buy a second round. I know that sounds ridiculous but it honestly happened. Eventually a friend who happened to be there ordered me beer, otherwise despite my open tab it wouldn't have happened. I don't want to think it was a racist thing but I have no other explanation for why we got such bad service. Also ordered 3 pies, 2 were the wrong size (of course I got charged for the large) and all 3 had the wrong topping. $80 later it was a total disaster. The pizza was actually pretty good but I'll never go there again.

Got there at 5:30, left the bar at 6:45. The receipt says Jennifer M.",0
4220452,1,"One of the worst places to dine at in downtown. The bus boys deserved every bit of the tip and more. The waiter rudely took our order and didn't show up until we were ready for our check. We were hoping for at least a good meal, but that wasn't the case. There are so many other places to get a great steak in St. Louis without the awful Cardinal decor.",0
6898660,1,"I am a low maintenance customer, get a table, order a meal, don't complain, and leave 25-30% tip recognizing hard work. 
This place brought out the absolutely worst in me. I wish I could find a better description, but the manager, ""Gina"", is simply an idiot.... and I never say that. 
If you want a peaceful night out without getting aggravated, go to pretty much any restaurant on the street. I have been to all of them, with good food and intelligent people serving you. Otherwise prepare for a s*#t show and overpriced mediocre food.",0
3098528,2,"Food was good.  I wish they'd put lettuce or cheese on the tacos but other than that  food was good.  Service on the other hand, if I could give a minus 10 I  would.  The lady at the counter is rude!  While we were eating I actually heard another customer say something to her about her lack of customer service skills.",0
2217617,2,They have decent bbq but the service is way too slow! My girlfriend and I waited over 30 minutes for our orders... It seems the kitchen can't handle it when they have a lot of take out orders... We can see to go orders line up on the counter while we waited with empty stomachs,0
2583459,2,"Good bar, with an eclectic crowd. Basically the neighborhood watering hole. Good beer and food at good prices. That being said, the place needs more staff. Even on the busy nights, they usuially only have the bartender serving food, and things can get sloooooow. Also, extra staff on the weeknights would be nice. There's definitely been times where people need to be bounced during the week and all there is is the one bartender and (maybe) a cook. In short, it could be a great spot, it just needs a little more work.",0
6409574,2,"This used to be one of our favorite late night spots....great food and great prices.....over the past year, the menu has gotten very noticeable smaller and less appealing.",0
3570008,1,"the car looks great however they were dishonest. I will never go there again for repair due to being lied to and them charging $1,100 more than their estimate.",0
3486908,1,"Terrible experience, drive thru kenneth was nice fast but found a white hair in my burger totally ruined this dam place 4 me dirty 10/24/2021 11:58 am.  Waste of $",0
3314727,1,"**BEWARE*** I ordered 10 Pizzas for a Birthday Party that arrived almost two hours late! I placed my order the evening before and was promised they would arrive on time. I had 35 guests waiting to be fed, when my pizza arrived almost two hours late they had only four of the 10 pies I ordered and they were burnt. My husband spent the entire party (my Son's 5th Birthday) on the phone trying to get our order delivered. The owner never returned our calls. Their driver told us to watch our credit card activity because this place was accused  of credit card fraud in Dec. 2014. We had to come home from the party and cancel our card!! We paid $86 for pizza that was burnt and two hours late for our party!! Don't order from this place!!",0
5488802,1,"Good prices on Monday drinks, but a $25 charge for leaving your card?! That's obnoxious. Will not be returning.",0
