,id,meanSentimentRating,textSnippet,sentimentScore
2201,210_1,-2.1,"After James Callahan died in a fraternity hazing incident at Rutgers University in February, some students rationalized his death as being the 18-year-old freshman's own fault.",0
2202,210_2,-0.7,"After all, he consented to the hazing; he just got in over his head.",0
2203,210_3,0.0,"Indictments this week of 15 fraternity members send a different message, one that may prevent more senseless tragedies.",1
2204,210_4,-1.45,The indictments of Lambda Chi Alpha fraternity brothers were under a 1980 New Jersey law that defines aggravated hazing - knowingly and recklessly pro-moting the kind of conduct that led to Mr. Callahan's death at an initiation party.,0
2205,210_5,-1.25,He and other Lambda pledges were put in a room and encouraged to drink themselves sick.,0
2206,210_6,-1.55,Mr. Callahan drank more than 20 ounces of liq-uor in little more than a half-hour and became sick unto death.,0
2207,210_7,-0.4,"In theory, each defendant could get 18 months in prison and a $7,500 fine; but as first offenders, they are unlikely to go to prison.",0
2208,210_8,0.55,"Still, the indictments serve a purpose - they teach a lesson that fraternity members ought to appreciate: We are each our brother's keeper and must answer for what happens to him.",1
2209,211_1,-0.65,"''Not all vegetable oils are created equal,'' warns Representative Dan Glickman, Democrat of Kansas.",0
2210,211_2,-1.35,"A package of cookies may be ''baked with 100 percent vegetable shortening,'' but if the shortening happens to be highly saturated palm, palm kernel or coconut oil, it poses far greater health risk than any animal fat.",0
2211,211_3,0.8,"A bill sponsored by Mr. Glickman and Representative Ron Wyden, Democrat of Oregon, would sensibly require manufacturers to specify the oil used.",1
2212,211_4,0.0,Package labels now need only say that the product contains one or more of several oils that are listed.,1
2213,211_5,-0.15,The powerful food producers' lobby contends that manufacturers need flexibility to avoid having to print new labels when they switch oils to take advantage of changing prices.,0
2214,211_6,-0.25,That expense seems slight compared with the health costs.,0
2215,211_7,0.1,"The proposed legislation, endorsed by the American Heart Association, the Center for Science in the Public Interest and the Consumer Federation of America, would require manufacturers to identify fully the cheaper, artery-clogging oils from Malaysia and Indonesia.",1
2216,211_8,1.3,"Chances of passage this session appear good, for American farmers stand to gain from promotion of products made with domestically produced, unsaturated corn and soybean oil.",1
2217,211_9,0.55,"In this case, the farmers' economic interest coincides with consumers' health interest.",1
2218,212_1,0.5,"There are many ways to travel from point A to point B in New York City: subways, buses and bicycles.",1
2219,212_2,0.0,"People walk, run or drive.",1
2220,212_3,1.3,"And, of course, there is the yellow cab, about which the Taxi and Limousine Commission now offers convenient and sensible instructions.",1
2221,212_4,0.25,"The commission's new glossy pamphlet, ''How to Use a New York City Taxi,'' lets potential passengers know that getting a cab is simple: ''Stand in an intersection, raise your hand and within minutes a taxicab is likely to pull up.''",1
2222,212_5,0.25,"It illustrates how to tell which cabs are occupied, and it gives fare rates and normal fare ranges.",1
2223,212_6,0.05,"The commission now has a second booklet for passengers with problems: ''How to File a Complaint,'' with step-by-step procedures.",1
2224,212_7,0.1,"And it plans six more, including ''How to Become a Taxi Driver.''",1
2225,212_8,-0.1,But the potential best seller of all isn't on the list: ''How to Get a Cab in the Rain.'',0
2226,213_1,0.6,"The Smithsonian Institution is a funny red castle on the Mall in Washington, full of whatnots from America's past.",1
2227,213_2,-0.65,"More than that, it's a monument - to the average American's inability to throw anything away.",0
2228,213_3,0.2,"Its total collection now numbers some 134 million items, and last year it added 466,181 more.",1
2229,213_4,0.2,"Among them were a 70-million-year-old shark, the late Buddy Rich's drums, wallpaper by Frank Lloyd Wright, an F4S Phantom jet used in Vietnam, 9,000 seashells and 25,000 beetle specimens.",1
2230,213_5,0.2,"Since the Smithsonian runs the National Zoo, it also counts newborn animals as ''acquisitions'' -in 1988, two African lions, one white-cheeked gibbon, an Arabian oryx and six rails.",1
2231,213_6,0.05,Where does it keep all that stuff?,1
2232,213_7,0.45,The National Museum has 118 million scientific specimens.,1
2233,213_8,-0.05,"The remaining 16 million items are scattered among the Smithsonian's 10 other museums and galleries, plus the zoo, 19 Quonset huts for air and space craft, and, for everything else, there's a 4 1/2-acre warehouse outside Washington.",0
2234,213_9,-1.2,That's room enough to make housekeepers weep with envy and apartment dwellers bawl in despair.,0
2235,213_10,0.1,But think of it as national security.,1
2236,213_11,0.3,What's a great nation without a great closet?,1
2237,214_1,-2.1,"Since the army shot down a democratic revolution in Myanmar, formerly Burma, 19 months ago, that nation's 40 million people have been helpless victims of a capricious military regime.",0
2238,214_2,-0.9,Washington has suspended official aid.,0
2239,214_3,-1.2,"But Myanmar's ruling State Law and Order Restoration Council, or Slorc, has found a new way to pay for its brutal military operations.",0
2240,214_4,0.35,It recently opened Myanmar's long-closed economy to foreign commerce.,1
2241,214_5,-0.05,"Teak, fish, seafood, petroleum and minerals are Myanmar's main legal exports.",0
2242,214_6,-1.0,Myanmar is also the source for roughly half the world's heroin.,0
2243,214_7,-0.4,"The leading drug lord is Khun Sa, whose private army fights alongside Slorc troops against non-Burmese ethnic tribes at Myanmar's borders.",0
2244,214_8,0.1,Their aim is to make it easier to ship drugs and other exports abroad.,1
2245,214_9,-1.6,"The U.S., unfortunately, is a big market for both legal and illegal commodities.",0
2246,214_10,1.0,"But thanks largely to Senator Daniel Patrick Moynihan of New York, American consumers may soon stop subsidizing repression.",1
2247,214_11,-0.6,Mr. Moynihan has attached a provision banning U.S. imports from Myanmar to this year's mini-trade bill.,0
2248,214_12,0.45,"By accepting the provision, the House would squeeze the Slorc - and perhaps hasten the fall of one of the world's least savory regimes.",1
2249,215_1,-1.05,"It's a given that soap opera characters will suffer multiple misunderstandings, several spouses and at least one coma apiece.",0
2250,215_2,0.1,But it's usually left to the viewers to marvel at the course of their tangled lives.,1
2251,215_3,-0.8,"How startling, then, to hear Jack Devereaux on a recent episode of ''Days of Our Lives'' telling his wimpish girlfriend, Melissa, about his afflictions of the past year.",0
2252,215_4,-0.1,"''Do you know anybody who could have a life like mine and not laugh about it?'' he said, not cracking a smile.",0
2253,215_6,1.15,"''One moment I'm Jack Devereaux, the Senator's son, married to the woman of my dreams.",1
2254,215_7,-0.35,The next thing I know I'm not Jack Devereaux.,0
2255,215_8,-0.1,I'm not the Senator's son.,0
2256,215_9,-1.9,I'm the son of my ex-maid and the man who raped my sister...,0
2257,215_13,-0.9,My father's not really my father.,0
2258,215_14,-2.4,"He's actually a serial killer who tried to kill the woman of my dreams, who's at this moment getting married to the brother that I hate.''",0
2259,215_15,-0.65,"''It gets better,'' he continued, pointing out that at the time he married the woman of his dreams he didn't know that she was really in love with the brother that he hated.",0
2260,215_16,1.25,"Not only that, he ended triumphantly, but ''I didn't know at that time that he was my brother.''",1
2261,215_17,-0.55,"Melissa, true to her character, kept a straight face throughout the whole sorry tale.",0
2262,215_18,-0.7,Which is surely more than can be said for many of the viewers.,0
2263,216_1,-0.75,Don't relax.,0
2264,216_2,-1.7,There's always something to worry about.,0
2265,216_3,-1.05,"Herpes, crack and nuclear holocaust have not gone away but have become passe worries.",0
2266,216_4,-0.05,A trendy era obeys fashion even in its fretting.,0
2267,216_5,-1.35,Here are some worries that have already infected 1988.,0
2268,216_6,-1.15,There may be urethane in the wine.,0
2269,216_7,-1.75,There may be parasites in the sushi.,0
2270,216_8,-2.4,"Radon, an insidious, invisible, radioactive gas, could be seeping into your basement.",0
2271,216_9,-1.5,"There is too much ozone in the air you breathe, which damages the lungs.",0
2272,216_10,-1.25,"There is too little ozone in the stratosphere, which lets in ultraviolet rays that burn the skin.",0
2273,216_11,-1.2,"The world may get too warm, because sunlight is being trapped, as in a greenhouse, by the growing veil of gases spewed out by burning coal.",0
2274,216_12,-1.3,The world will get too cold if the next ice age arrives before the greenhouse effect does.,0
2275,216_13,0.2,"The dollar may make a strong recovery, ruinously reversing improvements in the balance of trade.",1
2276,216_14,-1.6,You may suffer a heart attack if you exercise too little.,0
2277,216_15,-1.65,You may suffer a heart attack if you exercise too much.,0
2278,216_16,-0.75,"Even if the wine has no urethane, it probably contains sulfites.",0
2279,216_18,-1.1,"And in any case, both are laden with a more pernicious chemical -alcohol.",0
2280,216_19,-1.35,Does all this mean that modern life is burdening Americans with more and more worries?,0
2281,216_20,-0.15,No -just different ones.,0
2282,216_21,-1.0,Worries grow stale and need to be changed.,0
2283,216_22,-1.0,It's the disposition to worry that endures.,0
2284,217_1,-1.85,"The last pure dusky sparrow died recently in Florida, the sole survivor of a species that lost its habitat to humans bent on owning the sky.",0
2285,217_2,-1.3,The once-thriving birds were elbowed aside by construction of the Kennedy Space Center.,0
2286,217_3,-1.9,"When they dwindled to five males eight years ago, extinction was guaranteed.",0
2287,217_4,0.5,"The Smithsonian Institution wants to study the last dusky's remains, and it's fitting that the sparrow came to rest among the icons of soaring dreams.",1
2288,217_5,0.15,"The Wright flyer, the Spirit of St. Louis and Mariner II might never have become airborne without dusky sparrows and their kind.",1
2289,217_6,0.25,"''There's a special providence in the fall of a sparrow,'' wrote Shakespeare.",1
2290,217_7,0.05,That hope outlives the species.,1
2291,218_1,-1.85,A growing crush of commuter traffic threatens the economic vitality and air quality of the nation's cities.,0
2292,218_2,-0.45,Yet present Federal tax policy actively encourages people to drive to work.,0
2293,218_3,0.7,Legislation now pending in the Senate could help erode this perverse tax bias.,1
2294,218_4,0.65,"Under the Federal tax code, employers may offer the full cost of parking near the workplace as a tax-free benefit to employees, and deduct the whole amount as a business expense.",1
2295,218_5,-0.65,That's a huge subsidy: a parking space in midtown Manhattan can cost up to $400 a month.,0
2296,218_6,-0.65,"In contrast, the tax-free reimbursement available to workers who commute by subway, train or bus is limited to a paltry $15 per month.",0
2297,218_7,0.05,"If the employer pays more than $15, the entire benefit becomes taxable.",1
2298,218_8,-1.05,"Small wonder, then, that most employers don't consider it worth the administrative hassle to offer transit vouchers.",0
2299,218_9,0.35,A measure sponsored by Senators Alfonse D'Amato and Daniel Patrick Moynihan of New York and William Armstrong of Colorado would raise the limit on transit vouchers to $30.,1
2300,218_10,0.35,"If an employer provides more than $30, only the excess would be taxable.",1
2301,218_11,0.15,"That's still low: Long Island Railroad commuters, for example, pay an average of $140 a month.",1
2302,218_12,1.35,But it's a step in the right direction.,1
2303,219_1,-1.1,Getting around busy New York City streets is hard enough for able-bodied pedestrians.,0
2304,219_2,-1.1,"For people in electric wheelchairs, ordinary street curbs can be an ordeal.",0
2305,219_3,1.45,"Commendably, the city has therefore been building about 1,000 ramps a year at hospitals, senior centers and other priority sites.",1
2306,219_4,0.15,They are routinely installed with new construction and road repairs.,1
2307,219_5,-1.05,"So far, however, the curb cuts haven't added as much to the mobility of wheelchair users as they might because their location remains haphazard.",0
2308,219_6,-0.9,"When a disabled person rolls down a ramp into the street, there's no certainty of finding a ramp at the next corner.",0
2309,219_7,0.5,Installation of a few ramps on a few Manhattan streets could link up existing ones and provide continuous routes.,1
2310,219_8,1.2,"Doing so would allow the substantial investment in curb cuts to pay dividends now, in terms of new miles of freedom for the disabled.",1
2311,220_1,0.65,The City Council should approve the nomination of Lee Weintraub to the New York City Landmarks Preservation Commission.,1
2312,220_2,1.2,Mr. Weintraub is a distinguished landscape architect eminently qualified to assist the commission in the next important stage of its development: managing existing landmarks.,1
2313,220_3,1.25,"Mr. Weintraub would take the place of Anthony Tung, who won the thanks of the landmarks constituency for his devotion to architectural preservation.",1
2314,220_4,0.1,The appointment of Mr. Weintraub reflects inevitable change in the landmarks agenda.,1
2315,220_5,1.0,For 22 years the commission has identified and sought to protect the most significant structural treasures in the city.,1
2316,220_6,0.6,"It developed the concept of historic districts, in which it exercises control over structural changes, and won the power to regulate interiors.",1
2317,220_7,-0.4,"By its own efforts, the commission has already shortened the list of buildings deserving landmark status.",0
2318,220_8,0.0,Now it must devote more energy to the delicate task of keeping a firm but sympathetic hand on the buildings already designated.,1
2319,220_9,-1.45,A major issue - one in which Commissioner Tung unfortunately showed little interest - involves owner-proposed changes in landmark buildings.,0
2320,220_10,1.75,"Mr. Weintraub, who has demonstrated an ability to work cooperatively with civic and neighborhood groups, would seem well suited to evaluating these proposals.",1
2321,220_11,1.2,The commission will benefit from Lee Weintraub's taste and skill.,1
2322,221_1,-0.25,"''A disinterested judge,'' our vocabulary teacher used to say, ''is one who keeps an open mind, while an uninterested judge is one who sleeps on the bench.''",0
2323,221_2,0.4,"New Yorkers can find plenty of the first kind of judge in local courtrooms any day of the week, but on Monday they got a rare glimpse of the second.",1
2324,221_3,-1.3,"As lawyers droned through their opening statements in the heroin and racketeering trial of Gene Gotti, brother of the reputed mob leader John Gotti, Federal Judge John Bartels nodded off.",0
2325,221_4,-0.65,Eventually he drifted into a sleep so deep that he awoke only when the defense attorney slapped his hand smartly on the defense table.,0
2326,221_5,0.55,"At 91, Judge Bartels may be the oldest Federal judge carrying a full caseload.",1
2327,221_6,-1.05,That may explain lassitude but doesn't excuse it.,0
2328,221_7,-1.3,Justice deserves better than an uninterested judge.,0
2329,221_8,-1.0,"If Judge Bartels needs more sleep, it is time for him to try fewer cases instead of public patience.",0
2330,222_1,-1.6,"Last month, Ed Koch lost his chance to go down in history as the Mayor who rescued New York's carriage horses from heat exhaustion, chill, long hours and terrifying traffic.",0
2331,222_2,-0.55,"He vetoed a bill that would protect them from having to work when it is very hot, very cold, very humid or for more than eight hours at a stretch.",0
2332,222_3,0.6,"The bill also confined horse-drawn carriages to Central Park for most of the day, and it required better training for the carriage drivers.",1
2333,222_4,0.3,"On Tuesday, the City Council can claim humane credit if it overrides Mr. Koch's veto.",1
2334,222_5,0.95,"Having passed the bill, 31 to 3, the Council presumably likes it.",1
2335,222_6,-0.15,"On the other hand, the Council presumably does not wish to embarrass the departing Mayor.",0
2336,222_7,1.05,"But Mr. Koch, as he has shown over and over these last 12 years, can take whatever comes his way.",1
2337,222_8,-1.1,The poor carriage horses cannot.,0
2338,223_1,-0.8,"The National Cancer Institute recommends yearly breast X-rays for women over 50, but health insurance doesn't normally cover the procedure, which may cost up to $200.",0
2339,223_2,-0.35,Only eight states now mandate insurance coverage of mammography screening.,0
2340,223_3,0.85,A sensible bill approved by New York's Legislature and awaiting Governor Cuomo's signature would make New York the ninth.,1
2341,223_4,1.1,"Mammography screening is a safe, virtually painless procedure that is much more accurate than manual self-examination for early detection of breast cancer, a disease that will strike about 1 in 10 American women.",1
2342,223_5,1.4,Regular screenings could decrease breast cancer fatalities by almost a third.,1
2343,223_6,-0.4,Yet under 15 percent of women over 50 have ever had a breast X-ray.,0
2344,223_7,-1.15,Many are deterred by the uninsured cost.,0
2345,223_8,0.7,"A measure to mandate coverage in New York State is sponsored by State Senator Dale Volker and Assemblywoman Rhoda Jacobs and has the support of the state's Health Commissioner, David Axelrod.",1
2346,223_9,-0.2,But Governor Cuomo has yet to decide whether he will sign it.,0
2347,223_10,-1.15,Insurance companies express concern about the cost to them and say they are worried about ''unnecessary utilization'' of the benefit.,0
2348,223_11,-1.15,That argument ought not to prevail.,0
2349,223_12,1.65,Early detection and treatment of breast cancer would also reduce health costs - and save lives.,1
2350,224_1,1.4,Margaret Thatcher won applause from free marketeers for selling the state-run British Airways to private shareholders.,1
2351,224_2,-0.4,"Now the airline's managers are attempting to defeat the intent of privatization by proposing it merge with British Caledonian, its only serious British-flag rival.",0
2352,224_3,-0.35,British Airways says it needs to be bigger to compete on equal terms with giant U.S. carriers.,0
2353,224_5,-0.5,But investors who paid more than twice ''book'' value for the airline early this year certainly thought B.A.,0
2354,224_6,0.45,could make it on its own.,1
2355,224_7,-1.35,"The far greater risk is that it will lose incentives to keep costs and fares down, and service up.",0
2356,224_8,0.05,The airline controls 83 percent of Britain's scheduled overseas service.,1
2357,224_9,0.8,"Merged with British Caledonian, its share would rise to 95 percent.",1
2358,224_10,-0.75,"It does, of course, face competition from foreign carriers on most routes.",0
2359,224_11,-0.5,But many rivals are state-owned and all too eager to settle for a fixed share of the market.,0
2360,224_12,-0.05,"The loss of a major private player, particularly one like British Caledonian that aggressively markets quality service to business travelers, could give everyone an excuse to relax.",0
2361,224_13,0.45,"Back in 1984, a Thatcher white paper on aviation policy argued that having two major international airlines gave British consumers a big advantage over most of their continental neighbors.",1
2362,224_14,-0.35,Why settle for monopoly?,0
2363,225_1,-0.25,"On the street at the southeast corner of New York City's Central Park Thursday morning, a sturdy red fire engine from Windsor, Vt., was noisily pumping water from a city hydrant into a hose that snaked into the park.",0
2364,225_2,0.2,"At the nozzle end, beside the duck pond, it sprayed the trees and paths with mist, making snow for a scene in Hollywood's ""Home Alone II.""",1
2365,225_3,0.0,"Another hose, high on a crane, sprayed nearby.",1
2366,225_4,0.25,It was all very pretty -- and unnatural.,1
2367,225_9,0.7,"Granted, New York's natural weather had been relentlessly springlike this winter.",1
2368,225_10,0.25,As recently as Tuesday the temperature hit a balmy 62.,1
2369,225_11,-0.45,"But on Thursday morning, while Vermont's pumpers were faking a backdrop for some producer out in Tinsel Town, the sky dusted the whole park with the real stuff.",0
2370,225_12,-0.45,"Mother Nature, defiant, was not to be upstaged.",0
2371,226_1,-1.35,"For motorists, a collision on a New York City street means filing police reports and insurance claims and repair work, if not injury or death.",0
2372,226_2,-0.9,"For the city's special breed of tow-truck cowboys, however, it means a reckless race for business.",0
2373,226_3,0.05,"The city's 3,500 tow trucks, many equipped with police radios, cruise city streets waiting for accidents and then race each other to the scene.",1
2374,226_4,-1.75,"More accidents often result: city officials count 1,200 collisions over the last three years that produced 800 injuries and 7 deaths as a result of tow-truck speeding.",0
2375,226_5,-1.6,Arguments among the drivers over who should get the towing business afflicts accident victims with a hassle they don't need.,0
2376,226_6,0.15,Mayor Koch therefore proposes regulating street tows.,1
2377,226_7,-0.35,"Tow-truck drivers would be prohibited from appearing at accident sites unless summoned by a motorist or the police, and generally forbidden to solicit business at scenes of accidents.",0
2378,226_8,1.65,The bill would save both lives and irritation.,1
2379,226_9,1.2,An apple to the Mayor for proposing it.,1
2380,226_10,0.05,A bushel more awaits the City Council when it approves.,1
2381,227_1,-0.5,Organized baseball's exemption from antitrust laws allows unusual freedom but also makes it vulnerable to legislative dyspepsia with home-team problems.,0
2382,227_2,-0.5,"The latest case is that of Representative Charles Schumer of Brooklyn, normally a sensible fellow.",0
2383,227_3,-1.15,He's rightly upset that the New York Yankees have given cable television exclusive rights to most games.,0
2384,227_4,-0.5,"In New York, only Manhattan has been wired for cable.",0
2385,227_5,-0.85,"The other boroughs, including Brooklyn, are effectively blacked out.",0
2386,227_6,-1.25,Mr. Schumer therefore threatens legislation requiring major league teams to put at least half their games on free TV or lose their antitrust exemption.,0
2387,227_7,-0.35,It's not clear that the national welfare is affected by whether or not baseball games are on free TV.,0
2388,227_8,-0.05,"Fan loyalties notwithstanding, baseball teams are businesses.",0
2389,227_9,-0.7,Would Mr. Schumer propose Federal compensation for losses resulting from his proposed limitation?,0
2390,227_10,-1.15,But his attack is misdirected in any case.,0
2391,227_11,-1.3,The real scandal has much less to do with the Yankees than with the graft and politics that have kept cable from being extended through the city.,0
2392,227_12,-1.4,"Though Mr. Schumer and millions of other New Yorkers feel understandably cheated, the missing wire leads not to Congress but to City Hall.",0
2393,228_1,-0.5,''Welcome to Pig City.'',0
2394,228_2,-0.45,There's no such sign at the entrance to the Van Wyck Expressway at Kennedy International Airport but there might as well be.,0
2395,228_3,-2.05,"Instead of an attractive, perhaps even inspiring, gateway to New York City, what travelers find is a display of the disgusting.",0
2396,228_4,-1.4,"Undergrowth, abandoned tires and car parts, broken trees and other litter line the roadway and its embankments.",0
2397,228_5,-1.9,"With all the traffic delays, travelers have ample time to study the roadside rot.",0
2398,228_6,-1.0,"The Department of Transportation says it's doing its best but that cleanup crews are spread thin; they can't cover all 225 miles of expressways and 2,000 acres of adjacent green strips more often than every three or four months.",0
2399,228_7,-1.6,That explanation merely shifts the blame for an intolerable mess to City Hall budgeteers.,0
2400,228_8,-1.25,It's no excuse in any case.,0
2401,228_9,-0.7,The untended undergrowth is so thick that it must have taken years to grow.,0
2402,228_10,0.35,There is an instant solution to the filth.,1
2403,228_11,0.05,It begins with shovels and brooms.,1
2404,228_12,0.05,New Yorkers have a right to expect all streets to be cleaned regularly.,1
2405,228_13,1.1,This gateway expressway ought to be among the cleanest.,1
2406,229_1,0.05,The Bush Administration has powerful reasons to be meticulous about observing Congressional sanctions against South Africa.,1
2407,229_2,-1.1,"President Bush, after all, was part of the Reagan Administration, whose efforts to circumvent a Congressional prohibition of aid to the Nicaraguan contras led to the Iran-contra scandal.",0
2408,229_3,-1.25,But it turns out that the Bush team has cynically interpreted the sanctions law to allow thousands of tons of South African iron and steel to enter the U. S. Lawyers in the Treasury Department say that Congress's ban on South African steel imports doesn't cover fabricated products.,0
2409,229_4,-1.3,"This dodge has permitted the continued importation of construction materials like steel girders for bridges - an obvious violation of the intent of Congress, which passed the sanctions law in 1986 over President Reagan's veto.",0
2410,229_5,-0.55,It's not clear what the Administration gains by this.,0
2411,229_6,-0.4,"South Africa is hardly the only source of steel, raw or fabricated.",0
2412,229_7,-1.15,And the benefits derived from pleasing steel importers could hardly be worth the damage to the Administration's relations with Congress.,0
2413,229_8,-0.6,So what's the point?,0
2414,230_1,-0.2,"Most Americans have now calculated their 1986 taxes, but many have not yet calculated how much 1987 tax should be withheld from their pay.",0
2415,230_2,-1.55,They fail to do so at their peril.,0
2416,230_3,0.85,"Tax reform changed the rules, so most people are getting a tax cut.",1
2417,230_4,-0.95,But those who don't recalculate withholding may be in for a shock next April.,0
2418,230_5,-0.1,"Until now, three out of four personal income tax payers got refunds every spring.",0
2419,230_6,0.2,"Many plan it that way, to avoid owing anything on April 15, or to accumulate a nest egg for a spree.",1
2420,230_7,-1.05,It's an imprudent way to save; it pays no interest.,0
2421,230_8,0.75,"Still, last year, 74 million taxpayers got refunds totaling $73 billion.",1
2422,230_9,-0.2,"It is possible to rig one's withholding for a refund under the new law, but not without telling the boss what to take from each paycheck.",0
2423,230_10,-0.65,"Even to be on target, the boss needs new instructions.",0
2424,230_11,-0.95,Anyone coasting on old instructions is probably being under-withheld.,0
2425,230_12,-0.75,"New notification to employers must be spelled out on that pesky W-4 form that caused much confusion earlier this year, or on the new, simpler W-4A.",0
2426,230_13,0.0,"The sooner the better, if April 15, 1988, is to bring even cold comfort.",1
2427,231_1,0.35,"For millions of Americans, today is the day the San Francisco 49ers and the Cincinnati Bengals meet in the Superbowl.",1
2428,231_2,0.5,For some of them it is also the day that their supermarket amaryllis should bloom.,1
2429,231_3,0.4,Finally.,1
2430,231_4,0.05,"The supermarket amaryllis was bought a few weeks before Christmas, already planted in a plastic pot.",1
2431,231_5,0.5,"Water me, the directions suggested, and I'll grow.",1
2432,231_6,-0.05,"Since then the supermarket amaryllis has lived in the bathroom (for moisture), a semi-dark room (for a little sun) and, eventually, in whatever window gets the most rays (for the final jolt of energy).",0
2433,231_7,-0.7,"At the beginning its growth was astonishing, almost vulgar, but not recently.",0
2434,231_8,-0.2,Snails move faster than an amaryllis bud opens.,0
2435,231_9,0.45,"Last week, though, the green finally split to show a splash of pink.",1
2436,231_10,0.15,"But the flower still huddled into itself, seemingly reluctant to expose its beauty to the public gaze.",1
2437,231_11,0.95,"Given nature's inexorable course, however, today's football extravaganza might well be heralded by a blare of trumpets: the flaring petals of countless amaryllis.",1
2438,232_1,-1.2,"Among the many sins that come with summer - sunburn, sleeplessness, stringy hair, shirts soaked by the time you get to work - city dwellers often forget the bite.",0
2439,232_2,-1.4,"Often it comes from the mosquito, the blackfly or the spider, and it is worst on a finger.",0
2440,232_3,-0.35,One New Yorker (and doubtless uncounted others) has one such bite on her index finger right now.,0
2441,232_4,-0.5,"It is not from a blackfly, she knows, because blackflies are most often encountered north of New York City; and its size (humongous) makes her doubt it's from a mosquito.",0
2442,232_5,-0.35,"More likely, spiders are afoot.",0
2443,232_6,0.0,"She has spread it with ointment, sprayed it with coolant and spent long minutes holding it under cold running water.",1
2444,232_7,0.55,"Sleep is elusive, but when it comes she dreams.",1
2445,232_8,0.15,"Of a world of snow and ice, itchless.",1
2446,233_1,0.5,Susan Molinari's recent move up to Congress has generated an unusually lively contest among six active candidates for the City Council seat she relinquished.,1
2447,233_2,0.5,"On Tuesday, voters will, for the first time, fill a Council vacancy.",1
2448,233_3,-0.1,"In the past, Council members voted on vacancies, invariably following the dictates of party leaders.",0
2449,233_4,-0.45,"Under the new, so-called nonpartisan system - a City Charter change - the familiar party labels won't appear on the ballot.",0
2450,233_5,0.05,"But each major party has got involved anyway, with endorsements, money and support.",1
2451,233_6,1.05,"The new system has given voters an enviable choice of qualified candidates, but one stands out.",1
2452,233_7,0.0,"She is Eleanor Conforti, who's running on the ''Borough Party'' line, with Democratic Party support.",1
2453,233_8,1.2,"Ms. Conforti, a former schoolteacher and member of Staten Island's community school board, worked for two former borough presidents and has a long record rich with public service.",1
2454,233_9,1.95,"Her common sense and sound judgment promise to serve her well in office, and we are happy to offer our endorsement.",1
2455,234_1,-0.35,"This Christmas seems notable for the carol that hasn't been sung - that hymn to materialism, ''The Twelve Days of Christmas.''",0
2456,234_2,0.0,"Like the dog that didn't bark, could the carol not sung reveal something profound?",1
2457,234_3,1.1,"In ''The Twelve Days of Christmas'' the singer cheerfully catalogues a 12-package list of presents received, day by day, from a loved one: two turtle doves, three french hens, four calling birds, five gold rings .",1
2458,234_6,0.65,"The story has long tantalized Christmas card designers, who can loose their pens and imaginations on French hens and on the milkmaids and leaping lords who proliferate at the other end of the list.",1
2459,234_7,-0.7,Why has it been so ignored this year?,0
2460,234_8,-0.4,This Christmas hasn't been marked by any notable turn to spirituality.,0
2461,234_9,-0.35,But it is the first since the stock market crash in October.,0
2462,234_10,-0.6,Is the scarcity of ''The Twelve Days of Christmas'' an ominous leading indicator?,0
2463,234_11,0.1,"Christmas carol trends could suggest as much, at least, as do hemlines.",1
2464,235_1,1.45,"Good for West Germany's Chancellor, Helmut Kohl, for not yielding on a case of concern to all Western democracies.",1
2465,235_2,-0.8,"The case involves murder charges against Mohammed Ali Hamadei, a Lebanese accused of killing a U.S. Navy diver in the 1985 hijacking of a T.W.A. airliner.",0
2466,235_4,-0.45,"The unanswered question is whether West Germany will extradite Mr. Hamadei to the United States, where he is under indictment, or try him in German courts.",0
2467,235_5,-0.65,The case has been clouded by rumors that Bonn was willing to try the captive on lesser charges and swap him for two Germans since taken hostage in Beirut.,0
2468,235_6,-0.05,President Reagan brought up the case with Chancellor Kohl at the Venice economic conference.,0
2469,235_7,-0.3,"He reported Mr. Kohl's assurance that the suspect would go on trial for murder, though no decision has been taken on extradition.",0
2470,235_8,0.35,"Americans may prefer extradition, but the point is that a murder trial will go forward somewhere - supporting law, honor and a sound common policy on terrorism.",1
2471,236_1,1.15,"Topics editorial lauds decision by University of New Hampshire to crackdown on student drinking The University of New Hampshire is cracking down on student drinking, and rightly so.",1
2472,236_2,-1.35,Drunken behavior at the annual homecoming football game had gotten so out of hand in past years that administrators decided to ban alcohol at tailgate parties before the big game this year.,0
2473,236_3,1.05,"The University of New Hampshire is cracking down on student drinking, and rightly so.",1
2474,236_4,-1.15,Drunken behavior at the annual homecoming football game had gotten so out of hand in past years that administrators decided to ban alcohol at tailgate parties before the big game this year.,0
2475,236_5,-0.2,"The new policy, however, did not apply to alumni who contributed money to the athletic program.",0
2476,236_6,-0.2,"Essentially, those who had contributed were allowed to park their liquor-laden cars in special lots and drink as they liked.",0
2477,236_7,0.05,It is understandable that the athletic program  would not want to offend big donors.,1
2478,236_8,0.2,A university spokesman says there was no need to ban booze at the reserved lots since there had been no misbehavior there in the past.,1
2479,236_9,-0.85,"Still, the case shows how hard it is for universities to change the booze culture on campus.",0
2480,236_10,-1.1,"If the grown-ups consider access to alcohol important for a good time, it is no wonder that lots of students think fun starts with the free flow of beer.",0
2481,237_1,1.1,The electoral triumph of Myanmar's democratic opposition last month was so complete that the rejected military regime scrapped earlier plans to delay the transfer of power for as long as two years.,1
2482,237_2,-1.1,"Yet power remains in military hands, Myanmar remains a police state and promises of change remain promises.",0
